inference_mode,formulation,reading_index,start_reading,end_reading,t,k,y,outlier_flag,outlier_adjustment_w,cleaned_y
robust,tree,9106,9105,9105,911,6,3.7,0,-0.0,3.7
robust,tree,9107,9106,9106,911,7,3.1,0,-0.0,3.1
robust,tree,9108,9107,9107,911,8,3.5,0,-0.0,3.5
robust,tree,9109,9108,9108,911,9,3.4,0,-0.0,3.4
robust,tree,9110,9109,9109,911,10,3.6,0,-0.0,3.6
robust,tree,9111,9110,9110,912,1,1.5,0,-0.0,1.5
robust,tree,9112,9111,9111,912,2,1.9,0,-0.0,1.9
robust,tree,9113,9112,9112,912,3,1.9,0,-0.0,1.9
robust,tree,9114,9113,9113,912,4,3.0,0,-0.0,3.0
robust,tree,9115,9114,9114,912,5,4.0,0,-0.0,4.0
robust,tree,9116,9115,9115,912,6,2.5,0,-0.0,2.5
robust,tree,9117,9116,9116,912,7,4.0,0,-0.0,4.0
robust,tree,9118,9117,9117,912,8,3.2,0,-0.0,3.2
robust,tree,9119,9118,9118,912,9,4.4,0,-0.0,4.4
robust,tree,9120,9119,9119,912,10,3.3,0,-0.0,3.3
robust,tree,9121,9120,9120,913,1,5.2,0,-0.0,5.2
robust,tree,9122,9121,9121,913,2,3.7,0,-0.0,3.7
robust,tree,9123,9122,9122,913,3,5.2,0,-0.0,5.2
robust,tree,9124,9123,9123,913,4,2.7,0,-0.0,2.7
robust,tree,9125,9124,9124,913,5,3.5,0,-0.0,3.5
robust,tree,9126,9125,9125,913,6,4.4,0,-0.0,4.4
robust,tree,9127,9126,9126,913,7,3.1,0,-0.0,3.1
robust,tree,9128,9127,9127,913,8,3.0,0,-0.0,3.0
robust,tree,9129,9128,9128,913,9,4.0,0,-0.0,4.0
robust,tree,9130,9129,9129,913,10,3.8,0,-0.0,3.8
robust,tree,9131,9130,9130,914,1,1.7,0,-0.0,1.7
robust,tree,9132,9131,9131,914,2,2.9,0,-0.0,2.9
robust,tree,9133,9132,9132,914,3,3.6,0,-0.0,3.6
robust,tree,9134,9133,9133,914,4,2.6,0,-0.0,2.6
robust,tree,9135,9134,9134,914,5,4.2,0,-0.0,4.2
robust,tree,9136,9135,9135,914,6,2.2,0,-0.0,2.2
robust,tree,9137,9136,9136,914,7,3.2,0,-0.0,3.2
robust,tree,9138,9137,9137,914,8,2.2,0,-0.0,2.2
robust,tree,9139,9138,9138,914,9,3.1,0,-0.0,3.1
robust,tree,9140,9139,9139,914,10,4.1,0,-0.0,4.1
robust,tree,9141,9140,9140,915,1,4.2,0,-0.0,4.2
robust,tree,9142,9141,9141,915,2,2.6,0,-0.0,2.6
robust,tree,9143,9142,9142,915,3,3.2,0,-0.0,3.2
robust,tree,9144,9143,9143,915,4,2.1,0,-0.0,2.1
robust,tree,9145,9144,9144,915,5,3.7,0,-0.0,3.7
robust,tree,9146,9145,9145,915,6,2.0,0,-0.0,2.0
robust,tree,9147,9146,9146,915,7,3.1,0,-0.0,3.1
robust,tree,9148,9147,9147,915,8,3.8,0,-0.0,3.8
robust,tree,9149,9148,9148,915,9,2.6,0,-0.0,2.6
robust,tree,9150,9149,9149,915,10,3.8,0,-0.0,3.8
robust,tree,9151,9150,9150,916,1,2.7,0,-0.0,2.7
robust,tree,9152,9151,9151,916,2,3.1,0,-0.0,3.1
robust,tree,9153,9152,9152,916,3,3.0,0,-0.0,3.0
robust,tree,9154,9153,9153,916,4,2.8,0,-0.0,2.8
robust,tree,9155,9154,9154,916,5,3.4,0,-0.0,3.4
robust,tree,9156,9155,9155,916,6,2.2,0,-0.0,2.2
robust,tree,9157,9156,9156,916,7,2.2,0,-0.0,2.2
robust,tree,9158,9157,9157,916,8,2.9,0,-0.0,2.9
robust,tree,9159,9158,9158,916,9,1.3,0,-0.0,1.3
robust,tree,9160,9159,9159,916,10,3.1,0,-0.0,3.1
robust,tree,9161,9160,9160,917,1,2.8,0,-0.0,2.8
robust,tree,9162,9161,9161,917,2,2.9,0,-0.0,2.9
robust,tree,9163,9162,9162,917,3,2.5,0,-0.0,2.5
robust,tree,9164,9163,9163,917,4,3.9,0,-0.0,3.9
robust,tree,9165,9164,9164,917,5,2.5,0,-0.0,2.5
robust,tree,9166,9165,9165,917,6,3.1,0,-0.0,3.1
robust,tree,9167,9166,9166,917,7,4.1,0,-0.0,4.1
robust,tree,9168,9167,9167,917,8,2.0,0,-0.0,2.0
robust,tree,9169,9168,9168,917,9,3.8,0,-0.0,3.8
robust,tree,9170,9169,9169,917,10,3.8,0,-0.0,3.8
robust,tree,9171,9170,9170,918,1,4.5,0,-0.0,4.5
robust,tree,9172,9171,9171,918,2,4.0,0,-0.0,4.0
robust,tree,9173,9172,9172,918,3,2.9,0,-0.0,2.9
robust,tree,9174,9173,9173,918,4,3.1,0,-0.0,3.1
robust,tree,9175,9174,9174,918,5,2.3,0,-0.0,2.3
robust,tree,9176,9175,9175,918,6,3.2,0,-0.0,3.2
robust,tree,9177,9176,9176,918,7,3.6,0,-0.0,3.6
robust,tree,9178,9177,9177,918,8,4.1,0,-0.0,4.1
robust,tree,9179,9178,9178,918,9,2.7,0,-0.0,2.7
robust,tree,9180,9179,9179,918,10,3.8,0,-0.0,3.8
robust,tree,9181,9180,9180,919,1,4.3,0,-0.0,4.3
robust,tree,9182,9181,9181,919,2,3.3,0,-0.0,3.3
robust,tree,9183,9182,9182,919,3,4.3,0,-0.0,4.3
robust,tree,9184,9183,9183,919,4,5.7,0,-0.0,5.7
robust,tree,9185,9184,9184,919,5,4.1,0,-0.0,4.1
robust,tree,9186,9185,9185,919,6,2.8,0,-0.0,2.8
robust,tree,9187,9186,9186,919,7,4.2,0,-0.0,4.2
robust,tree,9188,9187,9187,919,8,2.4,0,-0.0,2.4
robust,tree,9189,9188,9188,919,9,1.5,0,-0.0,1.5
robust,tree,9190,9189,9189,919,10,4.2,0,-0.0,4.2
robust,tree,9191,9190,9190,920,1,2.6,0,-0.0,2.6
robust,tree,9192,9191,9191,920,2,2.0,0,-0.0,2.0
robust,tree,9193,9192,9192,920,3,3.9,0,-0.0,3.9
robust,tree,9194,9193,9193,920,4,3.3,0,-0.0,3.3
robust,tree,9195,9194,9194,920,5,2.4,0,-0.0,2.4
robust,tree,9196,9195,9195,920,6,3.5,0,-0.0,3.5
robust,tree,9197,9196,9196,920,7,1.4,0,-0.0,1.4
robust,tree,9198,9197,9197,920,8,2.5,0,-0.0,2.5
robust,tree,9199,9198,9198,920,9,3.2,0,-0.0,3.2
robust,tree,9200,9199,9199,920,10,2.1,0,-0.0,2.1
robust,tree,9201,9200,9200,921,1,2.7,0,-0.0,2.7
robust,tree,9202,9201,9201,921,2,4.0,0,-0.0,4.0
robust,tree,9203,9202,9202,921,3,2.7,0,-0.0,2.7
robust,tree,9204,9203,9203,921,4,3.7,0,-0.0,3.7
robust,tree,9205,9204,9204,921,5,4.0,0,-0.0,4.0
robust,tree,9206,9205,9205,921,6,4.0,0,-0.0,4.0
robust,tree,9207,9206,9206,921,7,2.1,0,-0.0,2.1
robust,tree,9208,9207,9207,921,8,2.8,0,-0.0,2.8
robust,tree,9209,9208,9208,921,9,2.7,0,-0.0,2.7
robust,tree,9210,9209,9209,921,10,2.7,0,-0.0,2.7
robust,tree,9211,9210,9210,922,1,3.1,0,-0.0,3.1
robust,tree,9212,9211,9211,922,2,2.0,0,-0.0,2.0
robust,tree,9213,9212,9212,922,3,3.1,0,-0.0,3.1
robust,tree,9214,9213,9213,922,4,3.4,0,-0.0,3.4
robust,tree,9215,9214,9214,922,5,3.2,0,-0.0,3.2
robust,tree,9216,9215,9215,922,6,2.2,0,-0.0,2.2
robust,tree,9217,9216,9216,922,7,2.2,0,-0.0,2.2
robust,tree,9218,9217,9217,922,8,2.8,0,-0.0,2.8
robust,tree,9219,9218,9218,922,9,2.7,0,-0.0,2.7
robust,tree,9220,9219,9219,922,10,2.8,0,-0.0,2.8
robust,tree,9221,9220,9220,923,1,2.5,0,-0.0,2.5
robust,tree,9222,9221,9221,923,2,2.5,0,-0.0,2.5
robust,tree,9223,9222,9222,923,3,3.9,0,-0.0,3.9
robust,tree,9224,9223,9223,923,4,4.4,0,-0.0,4.4
robust,tree,9225,9224,9224,923,5,4.2,0,-0.0,4.2
robust,tree,9226,9225,9225,923,6,3.0,0,-0.0,3.0
robust,tree,9227,9226,9226,923,7,2.7,0,-0.0,2.7
robust,tree,9228,9227,9227,923,8,3.4,0,-0.0,3.4
robust,tree,9229,9228,9228,923,9,3.4,0,-0.0,3.4
robust,tree,9230,9229,9229,923,10,3.4,0,-0.0,3.4
robust,tree,9231,9230,9230,924,1,1.7,0,-0.0,1.7
robust,tree,9232,9231,9231,924,2,2.6,0,-0.0,2.6
robust,tree,9233,9232,9232,924,3,3.2,0,-0.0,3.2
robust,tree,9234,9233,9233,924,4,3.9,0,-0.0,3.9
robust,tree,9235,9234,9234,924,5,3.9,0,-0.0,3.9
robust,tree,9236,9235,9235,924,6,2.8,0,-0.0,2.8
robust,tree,9237,9236,9236,924,7,2.6,0,-0.0,2.6
robust,tree,9238,9237,9237,924,8,1.9,0,-0.0,1.9
robust,tree,9239,9238,9238,924,9,2.0,0,-0.0,2.0
robust,tree,9240,9239,9239,924,10,4.8,0,-0.0,4.8
robust,tree,9241,9240,9240,925,1,2.5,0,-0.0,2.5
robust,tree,9242,9241,9241,925,2,2.1,0,-0.0,2.1
robust,tree,9243,9242,9242,925,3,2.9,0,-0.0,2.9
robust,tree,9244,9243,9243,925,4,2.4,0,-0.0,2.4
robust,tree,9245,9244,9244,925,5,3.3,0,-0.0,3.3
robust,tree,9246,9245,9245,925,6,3.0,0,-0.0,3.0
robust,tree,9247,9246,9246,925,7,2.4,0,-0.0,2.4
robust,tree,9248,9247,9247,925,8,3.1,0,-0.0,3.1
robust,tree,9249,9248,9248,925,9,2.1,0,-0.0,2.1
robust,tree,9250,9249,9249,925,10,2.2,0,-0.0,2.2
robust,tree,9251,9250,9250,926,1,4.0,0,-0.0,4.0
robust,tree,9252,9251,9251,926,2,1.4,0,-0.0,1.4
robust,tree,9253,9252,9252,926,3,4.6,0,-0.0,4.6
robust,tree,9254,9253,9253,926,4,2.0,0,-0.0,2.0
robust,tree,9255,9254,9254,926,5,2.1,0,-0.0,2.1
robust,tree,9256,9255,9255,926,6,2.8,0,-0.0,2.8
robust,tree,9257,9256,9256,926,7,3.5,0,-0.0,3.5
robust,tree,9258,9257,9257,926,8,2.5,0,-0.0,2.5
robust,tree,9259,9258,9258,926,9,3.6,0,-0.0,3.6
robust,tree,9260,9259,9259,926,10,2.4,0,-0.0,2.4
robust,tree,9261,9260,9260,927,1,2.1,0,-0.0,2.1
robust,tree,9262,9261,9261,927,2,4.6,0,-0.0,4.6
robust,tree,9263,9262,9262,927,3,4.2,0,-0.0,4.2
robust,tree,9264,9263,9263,927,4,2.3,0,-0.0,2.3
robust,tree,9265,9264,9264,927,5,3.8,0,-0.0,3.8
robust,tree,9266,9265,9265,927,6,4.3,0,-0.0,4.3
robust,tree,9267,9266,9266,927,7,3.4,0,-0.0,3.4
robust,tree,9268,9267,9267,927,8,1.6,0,-0.0,1.6
robust,tree,9269,9268,9268,927,9,2.1,0,-0.0,2.1
robust,tree,9270,9269,9269,927,10,4.5,0,-0.0,4.5
robust,tree,9271,9270,9270,928,1,2.4,0,-0.0,2.4
robust,tree,9272,9271,9271,928,2,2.5,0,-0.0,2.5
robust,tree,9273,9272,9272,928,3,1.7,0,-0.0,1.7
robust,tree,9274,9273,9273,928,4,3.5,0,-0.0,3.5
robust,tree,9275,9274,9274,928,5,2.7,0,-0.0,2.7
robust,tree,9276,9275,9275,928,6,3.1,0,-0.0,3.1
robust,tree,9277,9276,9276,928,7,1.4,0,-0.0,1.4
robust,tree,9278,9277,9277,928,8,3.0,0,-0.0,3.0
robust,tree,9279,9278,9278,928,9,1.8,0,-0.0,1.8
robust,tree,9280,9279,9279,928,10,2.2,0,-0.0,2.2
robust,tree,9281,9280,9280,929,1,3.3,0,-0.0,3.3
robust,tree,9282,9281,9281,929,2,1.4,0,-0.0,1.4
robust,tree,9283,9282,9282,929,3,4.1,0,-0.0,4.1
robust,tree,9284,9283,9283,929,4,2.0,0,-0.0,2.0
robust,tree,9285,9284,9284,929,5,3.1,0,-0.0,3.1
robust,tree,9286,9285,9285,929,6,2.1,0,-0.0,2.1
robust,tree,9287,9286,9286,929,7,3.0,0,-0.0,3.0
robust,tree,9288,9287,9287,929,8,2.4,0,-0.0,2.4
robust,tree,9289,9288,9288,929,9,4.0,0,-0.0,4.0
robust,tree,9290,9289,9289,929,10,3.0,0,-0.0,3.0
robust,tree,9291,9290,9290,930,1,2.1,0,-0.0,2.1
robust,tree,9292,9291,9291,930,2,2.5,0,-0.0,2.5
robust,tree,9293,9292,9292,930,3,1.7,0,-0.0,1.7
robust,tree,9294,9293,9293,930,4,3.5,0,-0.0,3.5
robust,tree,9295,9294,9294,930,5,4.4,0,-0.0,4.4
robust,tree,9296,9295,9295,930,6,2.2,0,-0.0,2.2
robust,tree,9297,9296,9296,930,7,1.8,0,-0.0,1.8
robust,tree,9298,9297,9297,930,8,3.2,0,-0.0,3.2
robust,tree,9299,9298,9298,930,9,3.6,0,-0.0,3.6
robust,tree,9300,9299,9299,930,10,2.7,0,-0.0,2.7
robust,tree,9301,9300,9300,931,1,4.3,0,-0.0,4.3
robust,tree,9302,9301,9301,931,2,3.2,0,-0.0,3.2
robust,tree,9303,9302,9302,931,3,3.3,0,-0.0,3.3
robust,tree,9304,9303,9303,931,4,5.0,0,-0.0,5.0
robust,tree,9305,9304,9304,931,5,4.2,0,-0.0,4.2
robust,tree,9306,9305,9305,931,6,8.3,0,-0.0,8.3
robust,tree,9307,9306,9306,931,7,12.7,0,-0.0,12.7
robust,tree,9308,9307,9307,931,8,13.2,0,-0.0,13.2
robust,tree,9309,9308,9308,931,9,10.5,0,-0.0,10.5
robust,tree,9310,9309,9309,931,10,11.8,0,-0.0,11.8
robust,tree,9311,9310,9310,932,1,31.4,0,-0.0,31.4
robust,tree,9312,9311,9311,932,2,27.3,0,-0.0,27.3
robust,tree,9313,9312,9312,932,3,12.3,1,-13.199672272506337,25.499672272506338
robust,tree,9314,9313,9313,932,4,45.1,1,19.600327727493664,25.499672272506338
robust,tree,9315,9314,9314,932,5,28.8,0,-0.0,28.8
robust,tree,9316,9315,9315,932,6,22.6,0,-0.0,22.6
robust,tree,9317,9316,9316,932,7,43.6,1,18.100327727493664,25.499672272506338
robust,tree,9318,9317,9317,932,8,22.0,0,-0.0,22.0
robust,tree,9319,9318,9318,932,9,39.0,1,13.500327727493662,25.499672272506338
robust,tree,9320,9319,9319,932,10,37.1,1,11.600327727493664,25.499672272506338
robust,tree,9321,9320,9320,933,1,37.0,0,-0.0,37.0
robust,tree,9322,9321,9321,933,2,52.9,1,19.217554196856156,33.68244580314384
robust,tree,9323,9322,9322,933,3,27.3,0,-0.0,27.3
robust,tree,9324,9323,9323,933,4,37.5,0,-0.0,37.5
robust,tree,9325,9324,9324,933,5,62.6,1,28.91755419685616,33.68244580314384
robust,tree,9326,9325,9325,933,6,38.6,0,-0.0,38.6
robust,tree,9327,9326,9326,933,7,36.6,0,-0.0,36.6
robust,tree,9328,9327,9327,933,8,32.7,0,-0.0,32.7
robust,tree,9329,9328,9328,933,9,17.9,1,-15.782445803143844,33.68244580314384
robust,tree,9330,9329,9329,933,10,15.6,1,-18.08244580314384,33.68244580314384
robust,tree,9331,9330,9330,934,1,20.5,0,-0.0,20.5
robust,tree,9332,9331,9331,934,2,52.6,1,25.945431028492493,26.65456897150751
robust,tree,9333,9332,9332,934,3,48.2,1,21.545431028492494,26.65456897150751
robust,tree,9334,9333,9333,934,4,28.5,0,-0.0,28.5
robust,tree,9335,9334,9334,934,5,26.5,0,-0.0,26.5
robust,tree,9336,9335,9335,934,6,24.1,0,-0.0,24.1
robust,tree,9337,9336,9336,934,7,32.2,0,-0.0,32.2
robust,tree,9338,9337,9337,934,8,43.6,1,16.945431028492493,26.65456897150751
robust,tree,9339,9338,9338,934,9,39.6,1,12.945431028492493,26.65456897150751
robust,tree,9340,9339,9339,934,10,23.3,0,-0.0,23.3
robust,tree,9341,9340,9340,935,1,20.0,0,-0.0,20.0
robust,tree,9342,9341,9341,935,2,36.3,0,-0.0,36.3
robust,tree,9343,9342,9342,935,3,33.7,0,-0.0,33.7
robust,tree,9344,9343,9343,935,4,25.3,0,-0.0,25.3
robust,tree,9345,9344,9344,935,5,28.9,0,-0.0,28.9
robust,tree,9346,9345,9345,935,6,36.8,0,-0.0,36.8
robust,tree,9347,9346,9346,935,7,22.1,0,-0.0,22.1
robust,tree,9348,9347,9347,935,8,16.5,1,-12.781519797961153,29.281519797961153
robust,tree,9349,9348,9348,935,9,42.0,1,12.718480202038847,29.281519797961153
robust,tree,9350,9349,9349,935,10,35.5,0,-0.0,35.5
robust,tree,9351,9350,9350,936,1,22.5,0,-0.0,22.5
robust,tree,9352,9351,9351,936,2,34.2,1,10.987212608206807,23.212787391793196
robust,tree,9353,9352,9352,936,3,40.4,1,17.187212608206803,23.212787391793196
robust,tree,9354,9353,9353,936,4,17.2,0,-0.0,17.2
robust,tree,9355,9354,9354,936,5,20.7,0,-0.0,20.7
robust,tree,9356,9355,9355,936,6,23.3,0,-0.0,23.3
robust,tree,9357,9356,9356,936,7,19.7,0,-0.0,19.7
robust,tree,9358,9357,9357,936,8,31.4,0,-0.0,31.4
robust,tree,9359,9358,9358,936,9,17.5,0,-0.0,17.5
robust,tree,9360,9359,9359,936,10,28.3,0,-0.0,28.3
robust,tree,9361,9360,9360,937,1,31.4,0,-0.0,31.4
robust,tree,9362,9361,9361,937,2,29.8,0,-0.0,29.8
robust,tree,9363,9362,9362,937,3,19.5,0,-0.0,19.5
robust,tree,9364,9363,9363,937,4,26.5,0,-0.0,26.5
robust,tree,9365,9364,9364,937,5,19.7,0,-0.0,19.7
robust,tree,9366,9365,9365,937,6,35.4,0,-0.0,35.4
robust,tree,9367,9366,9366,937,7,54.9,1,27.55134674568363,27.348653254316368
robust,tree,9368,9367,9367,937,8,36.7,0,-0.0,36.7
robust,tree,9369,9368,9368,937,9,21.7,0,-0.0,21.7
robust,tree,9370,9369,9369,937,10,25.5,0,-0.0,25.5
robust,tree,9371,9370,9370,938,1,32.0,0,-0.0,32.0
robust,tree,9372,9371,9371,938,2,40.5,0,-0.0,40.5
robust,tree,9373,9372,9372,938,3,29.0,0,-0.0,29.0
robust,tree,9374,9373,9373,938,4,33.0,0,-0.0,33.0
robust,tree,9375,9374,9374,938,5,26.0,0,-0.0,26.0
robust,tree,9376,9375,9375,938,6,27.0,0,-0.0,27.0
robust,tree,9377,9376,9376,938,7,28.9,0,-0.0,28.9
robust,tree,9378,9377,9377,938,8,48.4,1,17.039722305465947,31.36027769453405
robust,tree,9379,9378,9378,938,9,39.2,0,-0.0,39.2
robust,tree,9380,9379,9379,938,10,26.2,0,-0.0,26.2
robust,tree,9381,9380,9380,939,1,37.5,0,-0.0,37.5
robust,tree,9382,9381,9381,939,2,44.6,0,-0.0,44.6
robust,tree,9383,9382,9382,939,3,34.4,0,-0.0,34.4
robust,tree,9384,9383,9383,939,4,36.2,0,-0.0,36.2
robust,tree,9385,9384,9384,939,5,24.1,1,-12.156900636364654,36.256900636364655
robust,tree,9386,9385,9385,939,6,20.0,1,-16.256900636364655,36.256900636364655
robust,tree,9387,9386,9386,939,7,34.3,0,-0.0,34.3
robust,tree,9388,9387,9387,939,8,36.9,0,-0.0,36.9
robust,tree,9389,9388,9388,939,9,38.0,0,-0.0,38.0
robust,tree,9390,9389,9389,939,10,21.6,1,-14.656900636364654,36.256900636364655
robust,tree,9391,9390,9390,940,1,20.1,0,-0.0,20.1
robust,tree,9392,9391,9391,940,2,47.0,1,22.0498675126995,24.9501324873005
robust,tree,9393,9392,9392,940,3,28.6,0,-0.0,28.6
robust,tree,9394,9393,9393,940,4,24.7,0,-0.0,24.7
robust,tree,9395,9394,9394,940,5,39.2,1,14.249867512699502,24.9501324873005
robust,tree,9396,9395,9395,940,6,26.2,0,-0.0,26.2
robust,tree,9397,9396,9396,940,7,22.9,0,-0.0,22.9
robust,tree,9398,9397,9397,940,8,16.2,0,-0.0,16.2
robust,tree,9399,9398,9398,940,9,31.1,0,-0.0,31.1
robust,tree,9400,9399,9399,940,10,39.3,1,14.349867512699497,24.9501324873005
robust,tree,9401,9400,9400,941,1,24.2,0,-0.0,24.2
robust,tree,9402,9401,9401,941,2,23.6,0,-0.0,23.6
robust,tree,9403,9402,9402,941,3,23.1,0,-0.0,23.1
robust,tree,9404,9403,9403,941,4,14.4,0,-0.0,14.4
robust,tree,9405,9404,9404,941,5,31.9,0,-0.0,31.9
robust,tree,9406,9405,9405,941,6,31.8,0,-0.0,31.8
robust,tree,9407,9406,9406,941,7,20.1,0,-0.0,20.1
robust,tree,9408,9407,9407,941,8,26.1,0,-0.0,26.1
robust,tree,9409,9408,9408,941,9,20.2,0,-0.0,20.2
robust,tree,9410,9409,9409,941,10,16.1,0,-0.0,16.1
robust,tree,9411,9410,9410,942,1,24.7,0,-0.0,24.7
robust,tree,9412,9411,9411,942,2,38.3,1,12.655310957545282,25.644689042454715
robust,tree,9413,9412,9412,942,3,23.9,0,-0.0,23.9
robust,tree,9414,9413,9413,942,4,26.3,0,-0.0,26.3
robust,tree,9415,9414,9414,942,5,23.0,0,-0.0,23.0
robust,tree,9416,9415,9415,942,6,32.6,0,-0.0,32.6
robust,tree,9417,9416,9416,942,7,39.8,1,14.155310957545282,25.644689042454715
robust,tree,9418,9417,9417,942,8,29.6,0,-0.0,29.6
robust,tree,9419,9418,9418,942,9,20.7,0,-0.0,20.7
robust,tree,9420,9419,9419,942,10,23.2,0,-0.0,23.2
robust,tree,9421,9420,9420,943,1,34.6,0,-0.0,34.6
robust,tree,9422,9421,9421,943,2,27.2,0,-0.0,27.2
robust,tree,9423,9422,9422,943,3,31.7,0,-0.0,31.7
robust,tree,9424,9423,9423,943,4,28.5,0,-0.0,28.5
robust,tree,9425,9424,9424,943,5,30.1,0,-0.0,30.1
robust,tree,9426,9425,9425,943,6,26.5,0,-0.0,26.5
robust,tree,9427,9426,9426,943,7,32.5,0,-0.0,32.5
robust,tree,9428,9427,9427,943,8,17.1,1,-13.159183603741557,30.25918360374156
robust,tree,9429,9428,9428,943,9,30.0,0,-0.0,30.0
robust,tree,9430,9429,9429,943,10,36.7,0,-0.0,36.7
robust,tree,9431,9430,9430,944,1,22.0,0,-0.0,22.0
robust,tree,9432,9431,9431,944,2,16.8,0,-0.0,16.8
robust,tree,9433,9432,9432,944,3,25.9,0,-0.0,25.9
robust,tree,9434,9433,9433,944,4,27.3,0,-0.0,27.3
robust,tree,9435,9434,9434,944,5,41.4,1,17.461016967623518,23.93898303237648
robust,tree,9436,9435,9435,944,6,9.3,1,-14.63898303237648,23.93898303237648
robust,tree,9437,9436,9436,944,7,26.9,0,-0.0,26.9
robust,tree,9438,9437,9437,944,8,23.2,0,-0.0,23.2
robust,tree,9439,9438,9438,944,9,19.0,0,-0.0,19.0
robust,tree,9440,9439,9439,944,10,27.1,0,-0.0,27.1
robust,tree,9441,9440,9440,945,1,38.7,1,14.457489020964918,24.242510979035085
robust,tree,9442,9441,9441,945,2,16.0,0,-0.0,16.0
robust,tree,9443,9442,9442,945,3,24.0,0,-0.0,24.0
robust,tree,9444,9443,9443,945,4,26.1,0,-0.0,26.1
robust,tree,9445,9444,9444,945,5,20.5,0,-0.0,20.5
robust,tree,9446,9445,9445,945,6,25.7,0,-0.0,25.7
robust,tree,9447,9446,9446,945,7,35.7,1,11.457489020964918,24.242510979035085
robust,tree,9448,9447,9447,945,8,31.1,0,-0.0,31.1
robust,tree,9449,9448,9448,945,9,23.4,0,-0.0,23.4
robust,tree,9450,9449,9449,945,10,27.0,0,-0.0,27.0
robust,tree,9451,9450,9450,946,1,28.2,0,-0.0,28.2
robust,tree,9452,9451,9451,946,2,42.4,1,17.573785409744882,24.826214590255116
robust,tree,9453,9452,9452,946,3,18.6,0,-0.0,18.6
robust,tree,9454,9453,9453,946,4,21.4,0,-0.0,21.4
robust,tree,9455,9454,9454,946,5,31.5,0,-0.0,31.5
robust,tree,9456,9455,9455,946,6,20.1,0,-0.0,20.1
robust,tree,9457,9456,9456,946,7,21.8,0,-0.0,21.8
robust,tree,9458,9457,9457,946,8,29.0,0,-0.0,29.0
robust,tree,9459,9458,9458,946,9,28.3,0,-0.0,28.3
robust,tree,9460,9459,9459,946,10,25.4,0,-0.0,25.4
robust,tree,9461,9460,9460,947,1,37.0,1,13.318219173932743,23.681780826067257
robust,tree,9462,9461,9461,947,2,23.4,0,-0.0,23.4
robust,tree,9463,9462,9462,947,3,18.9,0,-0.0,18.9
robust,tree,9464,9463,9463,947,4,30.4,0,-0.0,30.4
robust,tree,9465,9464,9464,947,5,32.4,0,-0.0,32.4
robust,tree,9466,9465,9465,947,6,18.7,0,-0.0,18.7
robust,tree,9467,9466,9466,947,7,23.2,0,-0.0,23.2
robust,tree,9468,9467,9467,947,8,20.9,0,-0.0,20.9
robust,tree,9469,9468,9468,947,9,35.6,1,11.918219173932744,23.681780826067257
robust,tree,9470,9469,9469,947,10,40.5,1,16.818219173932743,23.681780826067257
robust,tree,9471,9470,9470,948,1,12.9,0,-0.0,12.9
robust,tree,9472,9471,9471,948,2,23.1,0,-0.0,23.1
robust,tree,9473,9472,9472,948,3,14.3,0,-0.0,14.3
robust,tree,9474,9473,9473,948,4,18.9,0,-0.0,18.9
robust,tree,9475,9474,9474,948,5,29.6,1,11.317721373179033,18.28227862682097
robust,tree,9476,9475,9475,948,6,38.2,1,19.917721373179035,18.28227862682097
robust,tree,9477,9476,9476,948,7,22.3,0,-0.0,22.3
robust,tree,9478,9477,9477,948,8,25.6,0,-0.0,25.6
robust,tree,9479,9478,9478,948,9,12.6,0,-0.0,12.6
robust,tree,9480,9479,9479,948,10,9.7,0,-0.0,9.7
robust,tree,9481,9480,9480,949,1,30.0,0,-0.0,30.0
robust,tree,9482,9481,9481,949,2,29.3,0,-0.0,29.3
robust,tree,9483,9482,9482,949,3,28.3,0,-0.0,28.3
robust,tree,9484,9483,9483,949,4,23.2,0,-0.0,23.2
robust,tree,9485,9484,9484,949,5,28.8,0,-0.0,28.8
robust,tree,9486,9485,9485,949,6,25.7,0,-0.0,25.7
robust,tree,9487,9486,9486,949,7,30.5,0,-0.0,30.5
robust,tree,9488,9487,9487,949,8,30.8,0,-0.0,30.8
robust,tree,9489,9488,9488,949,9,24.3,0,-0.0,24.3
robust,tree,9490,9489,9489,949,10,19.3,0,-0.0,19.3
robust,tree,9491,9490,9490,950,1,22.8,0,-0.0,22.8
robust,tree,9492,9491,9491,950,2,35.0,0,-0.0,35.0
robust,tree,9493,9492,9492,950,3,34.0,0,-0.0,34.0
robust,tree,9494,9493,9493,950,4,44.3,1,17.79912057919555,26.50087942080445
robust,tree,9495,9494,9494,950,5,18.1,0,-0.0,18.1
robust,tree,9496,9495,9495,950,6,20.7,0,-0.0,20.7
robust,tree,9497,9496,9496,950,7,22.6,0,-0.0,22.6
robust,tree,9498,9497,9497,950,8,41.2,1,14.699120579195554,26.50087942080445
robust,tree,9499,9498,9498,950,9,26.7,0,-0.0,26.7
robust,tree,9500,9499,9499,950,10,31.7,0,-0.0,31.7
robust,tree,9501,9500,9500,951,1,28.6,0,-0.0,28.6
robust,tree,9502,9501,9501,951,2,36.5,0,-0.0,36.5
robust,tree,9503,9502,9502,951,3,25.9,0,-0.0,25.9
robust,tree,9504,9503,9503,951,4,13.1,1,-14.11659511776991,27.21659511776991
robust,tree,9505,9504,9504,951,5,22.0,0,-0.0,22.0
robust,tree,9506,9505,9505,951,6,38.1,1,10.883404882230092,27.21659511776991
